-177.9389	-18.5472	552.09	5.6	2021-02-27T02:13:01.894
-22.1455	64.044	10	5.2	2021-02-27T08:07:46.776
-149.9334	61.319	46	5.3	2021-02-27T18:59:25.296
-175.6474	-24.4671	10	5.2	2021-02-27T20:14:17.487
-72.5179	-17.581	14	5.5	2021-02-28T02:16:04.838
-178.9684	51.0681	22	5.4	2021-02-28T10:44:50.457
31.8391	-48.1507	10	5	2021-02-28T13:21:48.581
131.1	30.1656	30.18	5.1	2021-02-28T14:30:15.934
172.5405	-22.761	11	5.7	2021-02-28T20:37:37.648
172.2315	-22.4495	35	5	2021-02-28T21:17:52.111
167.496	-17.7234	11	5.9	2021-02-28T23:37:15.569
166.6572	-13.1594	46.79	5.4	2021-03-01T03:29:48.729
167.617	-17.69	10	5.1	2021-03-01T10:06:26.049
-76.254	6.2035	10	5.1	2021-03-01T22:57:40.993
121.2921	21.9305	31.63	5.5	2021-03-02T09:23:02.046
146.4009	13.0036	10	5.1	2021-03-02T12:42:12.726
-175.2602	-24.3094	10	5	2021-03-02T18:56:19.191
147.9358	43.9839	30	5.8	2021-03-02T21:22:46.301
167.4464	-17.8376	10	5.1	2021-03-02T22:02:09.101
-178.7266	-21.0967	547.56	5.4	2021-03-03T08:26:13.723
22.1757	39.7546	8	6.3	2021-03-03T10:16:09.755
22.211	39.7231	10	5	2021-03-03T10:34:08.332
22.2212	39.7259	10	5.3	2021-03-03T11:45:46.390
-72.5536	87.3752	10	5	2021-03-03T13:09:22.048
22.1153	39.7227	14.74	5.1	2021-03-03T18:24:09.040
158.9719	-9.1146	514.6	5	2021-03-04T07:23:16.319
179.4576	-37.4787	10	7.3	2021-03-04T13:27:34.647
-179.6834	-37.5537	10	5	2021-03-04T13:56:42.308
171.8802	-23.1108	10	5.6	2021-03-04T14:10:36.566
-179.3835	-37.4835	10	5	2021-03-04T14:37:32.204
179.6016	-37.7883	10	5.2	2021-03-04T14:43:06.177
179.7681	-37.8183	8.68	5.3	2021-03-04T15:09:25.025
